hex_id,x,y,land,building,parking,type,floor_ratio,t_floor,room,living_room,bathroom,partition,class,area,nimby,crime,school,green,trans,medical,rich_poor_gap,income_median,urban_index,a65_a0a14_rat,mean_rent,district,age,ping,pred_ping,diff
894ba0a4993ffff,121.5960920050722,25.05455301844262,1.0,1.0,1.0,2.0,0.286,7.0,2.0,1.0,2.0,1.0,1.0,39.161,0.0,4.0,1.0,0.0,6.0,2.0,3.1697108173499102e-6,49.7825073,1.1427165495169065,152.938,1545.92,0.22945,32.305,59.93150936000001,61.76549430229859,1.833984942298585
894ba1d3607ffff,121.5970150202499,25.07990098329256,1.0,1.0,0.0,1.0,0.81,21.0,2.0,1.0,1.0,1.0,1.0,16.259,0.0,3.0,0.0,1.0,6.0,0.0,-2.048487533145513e-6,64.8994169,1.3570544322769913,163.606,1622.841,0.58423,25.0,75.03405666,75.63279335441419,0.5987366944141854
894ba0a4a9bffff,121.56324500290827,25.02391598886993,1.0,1.0,0.0,5.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,28.625,0.0,1.0,0.0,1.0,5.0,1.0,2.2899050989858468e-6,52.1040816,1.123431180259538,251.478,1891.191,0.40066,25.007,61.134489980000005,54.326294096619996,-6.808195883380009
894ba0a4107ffff,121.54286901538391,25.047430999133468,1.0,1.0,1.0,1.0,0.385,13.0,2.0,2.0,1.0,1.0,1.0,42.979,2.0,12.0,0.0,2.0,7.0,24.0,-1.9503045626916723e-6,66.4644315,1.3449183378907352,201.462,1866.832,0.31615,40.064,98.97796606,87.98812746961606,-10.98983859038394
894ba0a4833ffff,121.58527599721464,25.041515009962723,1.0,1.0,0.0,5.0,1.0,5.0,3.0,2.0,2.0,1.0,1.0,34.17,0.0,6.0,2.0,0.0,3.0,12.0,4.041532449648404e-6,50.1921283,1.1235178686188838,264.963,1810.367,0.40066,26.395,50.92155146,59.23909522337587,8.317543763375866
894ba0a5b9bffff,121.54995800999455,24.98572099720394,8.0,1.0,1.0,2.0,1.0,6.0,3.0,2.0,2.0,1.0,0.0,41.845,0.0,2.0,0.0,1.0,5.0,3.0,-3.549499571336097e-7,61.1262391,0.8770484357657664,187.141,1353.072,0.80751,26.784,79.60399458,78.1969113300978,-1.4070832499022004
894ba0a4c87ffff,121.56389501949953,25.060858011739725,1.0,1.0,0.0,5.0,0.75,4.0,3.0,1.0,1.0,1.0,1.0,19.209,0.0,6.0,1.0,1.0,4.0,24.0,-1.4061335351112266e-6,63.1201166,1.3448001818961128,211.253,1990.921,0.15267,44.144,55.59991962,76.37359309742435,20.773673477424346
894ba1d36cbffff,121.58214401527408,25.076708986925297,4.0,1.0,0.0,5.0,0.75,4.0,3.0,2.0,1.0,1.0,1.0,27.086,0.0,5.0,0.0,0.0,2.0,1.0,-9.751635749174573e-8,61.4565598,1.3570544322769913,239.896,1602.358,0.58423,25.049,66.67732484000001,53.1064233152454,-13.57090152475461
894ba5696d7ffff,121.5026806,25.1323027,6.0,1.0,0.0,2.0,0.8,10.0,2.0,1.0,1.0,1.0,0.0,22.521,3.0,10.0,0.0,0.0,8.0,36.0,3.849525406403972e-6,47.4924198,1.0283727376965008,264.039,1588.015,0.59608,33.565,80.36928728000001,79.4398967894059,-0.929390490594102
894ba0a4c0fffff,121.5649724293337,25.05161641866509,1.0,1.0,0.0,1.0,0.278,18.0,2.0,1.0,1.0,1.0,1.0,24.421,0.0,18.0,1.0,3.0,10.0,25.0,1.2157186365579024e-6,57.221865900000005,1.3448001818961128,257.473,1976.569,0.15267,35.679,107.28610262,92.02288162263235,-15.26322099736764
894ba0a4eabffff,121.56025903372108,25.03674499459413,1.0,1.0,0.0,5.0,0.4,5.0,3.0,2.0,2.0,1.0,1.0,37.985,1.0,5.0,0.0,0.0,2.0,1.0,-2.573151427498949e-6,64.5125364,1.123431180259538,215.447,1977.468,0.40066,24.08,68.44857248,79.5599511566521,11.111378676652109
894ba0a4adbffff,121.55811997203068,25.01980600646688,1.0,1.0,0.0,5.0,0.6,5.0,3.0,2.0,2.0,1.0,1.0,31.895,0.0,4.0,0.0,1.0,2.0,1.0,1.2511940011279377e-6,58.5335277,1.224835692707631,268.158,1759.963,0.40066,31.366,30.78823772,59.55581286452468,28.76757514452468
894ba0a5817ffff,121.54103412530696,24.99702493575253,1.0,1.0,0.0,1.0,0.583,12.0,2.0,1.0,1.0,1.0,1.0,24.587,2.0,3.0,0.0,2.0,7.0,10.0,-1.5482506726798052e-6,65.1119534,0.8766219253524274,129.043,1498.554,0.80751,35.354,78.9772149,79.87210519200352,0.8948902920035096
894ba569263ffff,121.52836295847236,25.10941399964942,1.0,1.0,0.0,5.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,32.821,0.0,7.0,0.0,2.0,4.0,12.0,-4.2663356085593524e-8,61.1358601,0.9819666023739572,202.269,1815.424,0.65284,29.227,54.2333019,53.81273575633354,-0.4205661436664627
894ba0a41d3ffff,121.52944003303044,25.04933800783444,2.0,2.0,2.0,2.0,0.143,7.0,4.0,2.0,2.0,1.0,1.0,61.891,0.0,9.0,1.0,2.0,9.0,7.0,7.653722795991706e-8,57.89504370000001,1.344965233176035,222.88,2033.669,0.31615,35.405,79.49424202000002,66.99228228073225,-12.501959739267761
894ba0a4d17ffff,121.58650402984888,25.060478982078138,1.0,1.0,1.0,2.0,0.444,9.0,3.0,1.0,2.0,1.0,1.0,62.424,0.0,1.0,0.0,0.0,5.0,1.0,-2.6215308232041954e-6,64.9361516,1.3570544322769913,117.663,1599.174,0.58423,5.016,60.714322800000005,61.49260053223694,0.778277732236937
894ba0a411bffff,121.538072974206,25.0473830127378,2.0,1.0,0.0,5.0,0.6,5.0,4.0,2.0,1.0,1.0,1.0,35.849,2.0,1.0,1.0,2.0,7.0,1.0,3.218867774428645e-7,61.0276968,1.3436141254608136,242.283,1974.396,0.31615,27.663,73.9209938,59.60639985212614,-14.314593947873867
894ba0a462fffff,121.50607103552022,25.033300996307887,9.0,1.0,1.0,1.0,0.5,14.0,3.0,2.0,2.0,1.0,0.0,41.896,1.0,17.0,1.0,0.0,2.0,7.0,1.811074879903705e-7,61.6125364,1.201785851173782,152.799,1661.468,0.00286,36.47,111.140996,111.40356914914928,0.26257314914927576
894ba0a4667ffff,121.50181403453549,25.02789797961148,1.0,1.0,0.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,9.489,0.0,14.0,1.0,0.0,2.0,11.0,5.038726187462762e-6,44.8469388,0.8758391766346513,274.983,1416.02,1.0,39.207,29.506579060000004,53.934675183387164,24.42809612338716
894ba0a4e17ffff,121.5554400261284,25.03446700285862,1.0,1.0,0.0,2.0,1.0,7.0,3.0,1.0,1.0,1.0,1.0,30.304,2.0,14.0,0.0,1.0,2.0,28.0,-3.5208436747952683e-6,70.4131195,1.2531262280202122,184.427,1888.99,0.0,32.957,87.11642508000001,86.56627059828963,-0.5501544817103792
894ba0a63b7ffff,121.51825396414768,25.084118002599155,2.0,1.0,0.0,5.0,0.8,5.0,3.0,2.0,1.0,1.0,1.0,25.186,0.0,11.0,0.0,2.0,2.0,12.0,3.516739073707048e-6,50.4338192,0.9819666023739572,176.074,1336.355,0.65284,36.395,45.064665600000005,48.69051148892249,3.625845888922484
894ba0a4c8fffff,121.56182301303454,25.057808004812244,1.0,1.0,0.0,5.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,29.966,0.0,7.0,0.0,2.0,2.0,26.0,-2.6944667491880627e-6,68.3746356,1.3448001818961128,183.6,1762.374,0.15267,42.176,90.10354596,74.88849392766602,-15.215052032333986
894ba0a43a3ffff,121.53887998384374,25.033700016808552,2.0,1.0,1.0,1.0,0.929,14.0,1.0,1.0,1.0,1.0,1.0,18.74,1.0,1.0,1.0,0.0,1.0,2.0,-8.128840258048725e-6,82.2784257,1.259315372838953,143.758,2200.368,0.0,37.687,122.71361006,120.50634378099352,-2.2072662790064754
894ba0a41b3ffff,121.5423890676081,25.055779793791373,1.0,1.0,0.0,2.0,1.0,6.0,2.0,2.0,1.0,1.0,1.0,25.622,7.0,14.0,0.0,1.0,16.0,23.0,-6.780690319398372e-7,60.372303200000005,1.3449292460326037,255.307,1867.917,0.31615,34.259,95.15381662,81.72482043328448,-13.428996186715523
894ba0a4803ffff,121.5776929732308,25.038739007450047,2.0,1.0,0.0,1.0,1.0,14.0,3.0,2.0,2.0,1.0,1.0,34.173,1.0,14.0,0.0,2.0,6.0,35.0,-2.3419568285089227e-7,60.8049563,1.123431180259538,220.554,1941.135,0.40066,28.718,68.18179442,77.12140599090604,8.939611570906038
894ba1d36bbffff,121.59557400345597,25.08410098733572,2.0,1.0,0.0,5.0,0.8,5.0,3.0,2.0,2.0,1.0,1.0,33.602,0.0,1.0,0.0,1.0,3.0,6.0,-1.148225204187252e-6,61.4227405,1.3570544322769913,225.555,1838.676,0.58423,31.542,50.14634136000001,51.295735360396904,1.1493940003968959
894ba0a42afffff,121.51879803348277,25.027000990243167,3.0,1.0,0.0,5.0,1.0,4.0,3.0,0.0,1.0,1.0,1.0,4.468,1.0,6.0,0.0,1.0,8.0,21.0,6.898469290984997e-8,61.18104960000001,1.2929162566198993,265.448,1686.728,0.00286,36.36,44.763837800000005,53.31859388360924,8.554756083609234
894ba0a4e73ffff,121.55724196767306,25.02730299021458,1.0,1.0,0.0,5.0,0.8,5.0,6.0,0.0,6.0,1.0,1.0,49.071,5.0,9.0,1.0,1.0,4.0,7.0,2.6770696870038447e-6,51.643731800000005,1.216210758521865,275.14,1987.736,0.40066,40.338,48.908319260000006,58.17499944833708,9.266680188337077
894ba0a596fffff,121.56726999281312,24.989567997394857,1.0,1.0,0.0,1.0,0.167,12.0,2.0,2.0,1.0,1.0,1.0,27.131,1.0,7.0,1.0,0.0,2.0,8.0,-2.167860749439599e-6,61.628863,0.8766219253524274,180.894,1280.642,0.80751,34.717,52.92817206,62.765107709859834,9.836935649859832
894ba0a46a7ffff,121.50293997558902,25.043689988108213,2.0,1.0,0.0,1.0,0.5,14.0,1.0,1.0,1.0,1.0,1.0,8.273,0.0,14.0,0.0,0.0,3.0,2.0,2.559811149141475e-6,51.944606400000005,0.8758391766346513,301.232,1787.719,1.0,35.161,91.86123982,57.68745008263103,-34.17378973736896
894ba0a42afffff,121.5180360346651,25.025411990948683,1.0,1.0,0.0,1.0,0.273,11.0,1.0,1.0,1.0,1.0,1.0,15.945,1.0,6.0,0.0,1.0,8.0,21.0,6.898469290984997e-8,61.18104960000001,1.2929162566198993,265.448,1686.728,0.00286,36.36,75.76199382,80.27161814296113,4.50962432296113
894ba0a633bffff,121.515515009647,25.07413100687513,1.0,1.0,0.0,5.0,0.6,5.0,2.0,2.0,1.0,1.0,1.0,17.754,1.0,11.0,1.0,4.0,4.0,15.0,3.328529865916493e-6,49.709037900000006,1.0450340557612128,209.89,1516.754,0.52195,42.018,50.412127680000005,53.86927136208738,3.457143682087377
894ba1d32afffff,121.6145219661363,25.06933798318232,1.0,1.0,0.0,5.0,0.6,5.0,3.0,2.0,2.0,1.0,1.0,34.742,0.0,14.0,1.0,2.0,4.0,21.0,2.5867845012942605e-6,55.1635569,1.3570544322769913,97.593,1432.647,0.58423,27.54,44.90235082,44.43754773544151,-0.46480308455848984
894ba0a59c7ffff,121.55618299802586,24.999710980336985,1.0,1.0,0.0,5.0,0.8,5.0,3.0,2.0,2.0,1.0,1.0,31.971,0.0,3.0,0.0,1.0,6.0,17.0,-2.785182799264212e-7,57.7606414,0.8766219253524274,186.743,1617.135,0.80751,29.627,51.92188654,50.2916151200235,-1.630271419976502
894ba0a4e57ffff,121.55048456115208,25.028998020584226,2.0,1.0,1.0,1.0,0.56,25.0,5.0,2.0,2.0,1.0,1.0,73.432,1.0,6.0,0.0,1.0,9.0,9.0,-5.494386139474943e-6,70.6075802,1.259315372838953,243.13,1753.575,0.0,33.821,113.66728836,97.15854896229186,-16.50873939770814
894ba0a42d3ffff,121.49842699128128,25.02399800579249,1.0,1.0,1.0,1.0,0.885,26.0,3.0,2.0,2.0,1.0,1.0,64.813,0.0,9.0,3.0,1.0,3.0,9.0,3.2487750993405006e-6,50.2495627,0.8758391766346513,210.716,1499.761,1.0,41.782,60.17283276,62.08886854811703,1.9160357881170285
894ba1d3603ffff,121.59449298940342,25.078937986436745,1.0,1.0,0.0,5.0,0.6,5.0,2.0,1.0,1.0,1.0,1.0,21.913,0.0,7.0,1.0,1.0,7.0,9.0,1.9301885795997645e-6,56.3049563,1.3570544322769913,175.284,1556.985,0.58423,33.464,51.11130438,48.86975272131389,-2.241551658686113
894ba0a4c2fffff,121.57449301405552,25.04983199529808,1.0,1.0,0.0,1.0,0.615,13.0,1.0,1.0,1.0,1.0,1.0,15.267,0.0,15.0,1.0,3.0,8.0,4.0,2.533830425016533e-6,49.9104956,1.319696275879074,285.084,1840.642,0.15267,34.701,106.63452944,93.2631883513903,-13.371341088609697
894ba1d33d3ffff,121.61949603893773,25.071711989618706,2.0,1.0,0.0,5.0,0.6,5.0,3.0,2.0,1.0,1.0,1.0,21.974,0.0,10.0,1.0,2.0,4.0,7.0,3.176788635920842e-6,52.209037900000006,1.3383132775851518,149.968,1316.963,0.58423,31.391,47.32979976,47.17403918132402,-0.1557605786759808
894ba5692a3ffff,121.53024503101142,25.12220398761434,1.0,1.0,0.0,1.0,0.8,15.0,3.0,1.0,2.0,1.0,1.0,67.424,0.0,6.0,0.0,2.0,6.0,1.0,-3.512773257802436e-6,65.3661808,0.9819666023739572,172.395,1810.874,0.65284,22.83,77.5391919,81.00126009662596,3.4620681966259497
894ba0a45abffff,121.53077099543566,25.06519300633352,2.0,1.0,0.0,2.0,0.286,7.0,2.0,1.0,2.0,1.0,1.0,23.891,2.0,18.0,0.0,1.0,9.0,21.0,3.561363784619075e-6,46.8880466,1.344965233176035,260.39,1876.625,0.31615,44.024,57.343067960000006,64.77066185323991,7.427593893239909
894ba0a4217ffff,121.51242099772789,25.024851995997523,1.0,1.0,0.0,5.0,0.8,5.0,2.0,2.0,1.0,1.0,1.0,29.887,0.0,11.0,1.0,1.0,6.0,8.0,3.946154716226544e-6,49.3804665,1.0844642075857192,272.73,1351.326,0.00286,39.611,66.24988490000001,52.35624242444291,-13.893642475557101
894ba0a40abffff,121.5215011134378,25.044448382707515,1.0,1.0,0.0,2.0,0.143,7.0,0.0,3.0,2.0,1.0,1.0,48.466,0.0,5.0,0.0,0.0,6.0,7.0,-3.58523443770123e-6,68.29679300000001,1.2929162566198993,267.922,1915.145,0.00286,33.073,103.16443118,97.83936640909582,-5.325064770904177
894ba0a5ba7ffff,121.56459599806207,24.98677799710389,1.0,1.0,1.0,2.0,0.333,9.0,3.0,2.0,2.0,1.0,1.0,45.23,2.0,5.0,0.0,4.0,3.0,5.0,1.252618881623215e-7,56.5177843,0.8766219253524274,211.022,1093.583,0.80751,33.279,53.14304906,48.65323961164177,-4.48980944835823
894ba0a4cbbffff,121.56569511702548,25.05891579904544,1.0,1.0,0.0,2.0,0.286,7.0,3.0,2.0,2.0,1.0,1.0,40.441,0.0,6.0,1.0,1.0,4.0,24.0,-1.388309529300433e-6,63.5682216,1.3448001818961128,202.652,1882.01,0.15267,43.775,79.12762880000001,71.4978706024006,-7.629758197599415
894ba0a4873ffff,121.5786553833534,25.035430502628643,1.0,1.0,0.0,2.0,0.111,9.0,2.0,1.0,1.0,1.0,1.0,16.949,1.0,14.0,0.0,2.0,6.0,35.0,4.4673228741596345e-6,48.0580175,1.123431180259538,268.085,2006.071,0.40066,21.333,82.60070228000001,87.30744400926734,4.7067417292673355
894ba0a42afffff,121.5183719813444,25.02475598129665,1.0,1.0,0.0,5.0,0.75,4.0,3.0,2.0,1.0,1.0,1.0,27.391,1.0,6.0,0.0,1.0,8.0,21.0,6.898469290984997e-8,61.18104960000001,1.2929162566198993,265.448,1686.728,0.00286,36.36,73.01586576000001,61.83456963117197,-11.181296128828038
894ba0a46abffff,121.49769198219184,25.03927301850136,2.0,1.0,0.0,1.0,0.5,24.0,2.0,2.0,1.0,1.0,0.0,31.07,1.0,14.0,0.0,3.0,2.0,1.0,4.373844051063225e-6,46.174927100000005,0.8758391766346513,347.3,1641.284,1.0,35.896,59.54373902,58.32532105337938,-1.2184179666206134
894ba0a43c3ffff,121.5238529916498,25.02890200588336,2.0,2.0,0.0,5.0,0.8,5.0,2.0,1.0,1.0,1.0,1.0,20.143,3.0,8.0,0.0,0.0,12.0,28.0,-7.084518700929835e-6,83.88104960000001,1.2614392946236666,102.753,1971.414,0.0,32.339,80.17523682000001,84.04311696095509,3.86788014095508
894ba0a458fffff,121.52333499003356,25.0648387032863,1.0,1.0,0.0,1.0,0.857,14.0,1.0,1.0,1.0,1.0,1.0,20.697,1.0,22.0,1.0,2.0,5.0,9.0,1.121549314073121e-6,54.012244900000006,1.344965233176035,238.939,2007.766,0.31615,35.221,63.77747708000001,80.59306626840285,16.81558918840284
894ba0a4813ffff,121.57621700390064,25.040229980386897,1.0,1.0,0.0,5.0,0.5,4.0,3.0,1.0,1.0,1.0,1.0,23.655,1.0,9.0,0.0,2.0,3.0,26.0,-6.597271589892502e-7,62.3081633,1.123431180259538,175.659,2315.3,0.40066,22.541,83.49062364000001,73.2782770266462,-10.212346613353816
894ba0a414bffff,121.5335820343036,25.038785988017352,1.0,1.0,2.0,1.0,0.417,12.0,4.0,2.0,3.0,1.0,1.0,62.741,1.0,8.0,1.0,1.0,5.0,9.0,-8.37103930600254e-6,80.1588921,1.266460037605995,199.075,2383.646,0.0,37.021,79.69225944000002,104.14548388035291,24.453224440352898
894ba0a43abffff,121.53828000721444,25.03026498715872,1.0,1.0,0.0,1.0,0.538,13.0,3.0,2.0,2.0,1.0,1.0,37.713,1.0,8.0,0.0,0.0,5.0,9.0,-8.739344124324216e-6,86.9349854,1.259315372838953,123.915,1480.875,0.0,40.563,77.42778644,89.21356183916404,11.785775399164038
894ba0a413bffff,121.54612303783472,25.04469698995571,1.0,1.0,0.0,2.0,0.857,7.0,2.0,1.0,1.0,1.0,1.0,13.594,0.0,8.0,0.0,1.0,6.0,37.0,-3.314939957584811e-6,71.47463560000001,1.3222193406745284,112.339,2078.238,0.0,40.006,87.16898730000001,103.66241842699975,16.493431126999738
894ba0a637bffff,121.50996996160131,25.066718009797256,1.0,1.0,1.0,1.0,0.267,15.0,3.0,2.0,2.0,1.0,1.0,45.729,0.0,17.0,0.0,1.0,3.0,4.0,5.453079910542783e-6,42.2588921,1.0450340557612128,185.486,1427.989,0.52195,40.435,53.89346566,57.71495740423903,3.821491744239033
894ba0a59dbffff,121.55004903746304,24.99710798030584,1.0,1.0,0.0,5.0,1.0,5.0,3.0,2.0,2.0,1.0,1.0,34.518,1.0,4.0,1.0,2.0,5.0,8.0,-7.317999385331965e-7,62.9530612,0.8766219253524274,228.777,1401.259,0.80751,36.577,47.2217001,45.45301670602109,-1.768683393978911
894ba1d368fffff,121.59080101251176,25.08276499578858,6.0,1.0,0.0,1.0,1.0,15.0,2.0,1.0,1.0,1.0,0.0,19.233,1.0,7.0,0.0,0.0,8.0,52.0,-2.784751292657614e-7,58.6865889,1.3570544322769913,277.644,1658.887,0.58423,29.212,97.7492002,96.13706914279318,-1.612131057206824
894ba0a4c3bffff,121.56823701298248,25.052039998142064,1.0,1.0,0.0,5.0,0.75,4.0,4.0,2.0,2.0,1.0,1.0,29.521,0.0,12.0,0.0,1.0,9.0,10.0,2.3630999437366423e-6,54.58571430000001,1.3448001818961128,267.478,2046.118,0.15267,41.064,63.00623394000001,56.73460699694363,-6.271626943056376
894ba1d3603ffff,121.59329203031643,25.07944199027468,1.0,1.0,0.0,5.0,0.8,5.0,2.0,2.0,2.0,1.0,1.0,32.491,0.0,7.0,1.0,1.0,7.0,9.0,1.9301885795997645e-6,56.3049563,1.3570544322769913,175.284,1556.985,0.58423,33.464,50.78270786,50.730196725556006,-0.052511134443996355
894ba0a442fffff,121.51414297591624,25.05180299982977,18.0,1.0,1.0,1.0,0.733,15.0,3.0,2.0,2.0,1.0,0.0,43.481,1.0,13.0,0.0,1.0,7.0,10.0,2.247049831614324e-6,51.670845500000006,1.0450340557612128,209.747,1938.405,0.52195,29.363,114.51687896,114.32964437469337,-0.1872345853066264
894ba0a4567ffff,121.53038266186157,25.055719695545605,1.0,1.0,1.0,1.0,1.0,11.0,2.0,2.0,1.0,1.0,1.0,28.559,2.0,9.0,1.0,1.0,5.0,17.0,-9.792210157872074e-7,63.6437318,1.344965233176035,149.628,1905.697,0.31615,38.148,86.41790954,83.19645885725205,-3.2214506827479426
894ba1d3267ffff,121.6135149642888,25.059773980202053,1.0,1.0,1.0,1.0,0.714,14.0,2.0,2.0,1.0,1.0,1.0,34.14,0.0,5.0,0.0,0.0,5.0,1.0,-0.0000123395734295,89.30000000000001,1.1427165495169065,99.838,1519.764,0.22945,12.971,102.54062672,80.63709554252954,-21.90353117747047
894ba0a4123ffff,121.5500000033295,25.046605004485045,1.0,1.0,0.0,5.0,0.5,4.0,3.0,2.0,2.0,1.0,1.0,35.531,1.0,14.0,0.0,1.0,6.0,10.0,-5.09423118939447e-6,72.4250729,1.3448001818961128,129.135,2061.573,0.15267,41.435,77.39605076000001,77.05287904335405,-0.3431717166459549
894ba0a4847ffff,121.57627098335712,25.033017017428307,1.0,1.0,0.0,5.0,1.0,5.0,4.0,2.0,2.0,1.0,1.0,40.973,0.0,8.0,0.0,3.0,0.0,2.0,-5.758292776592523e-7,62.4895044,1.123431180259538,157.376,1960.952,0.40066,20.867,51.25279262,57.82199705815689,6.569204438156888
894ba1da6afffff,121.58472203723376,24.98976899543301,1.0,1.0,1.0,1.0,0.875,16.0,3.0,2.0,2.0,1.0,1.0,55.714,0.0,0.0,0.0,0.0,4.0,0.0,-9.602275343850614e-6,92.0655977,0.8766219253524274,79.16,943.093,0.80751,13.0,39.97175012,42.100965889488094,2.1292157694880913
894ba0a5bafffff,121.56393298952094,24.98370401793332,1.0,1.0,0.0,5.0,0.8,5.0,3.0,2.0,2.0,1.0,1.0,30.819,0.0,4.0,0.0,0.0,5.0,5.0,1.8870312279976864e-6,53.5346939,0.8766219253524274,166.215,1181.665,0.80751,32.798,44.12912420000001,42.662018091631964,-1.4671061083680428
894ba0a6a0bffff,121.54551501457836,25.06306299709857,1.0,1.0,0.0,2.0,0.571,7.0,3.0,2.0,1.0,1.0,1.0,32.001,0.0,4.0,0.0,1.0,1.0,13.0,2.358223164130633e-6,54.654519,1.3448001818961128,319.955,2168.414,0.15267,24.207,71.24693218,72.26320554660514,1.0162733666051338
894ba0a442fffff,121.51414297591624,25.05180299982977,18.0,1.0,1.0,1.0,0.867,15.0,2.0,2.0,2.0,1.0,0.0,26.995,1.0,13.0,0.0,1.0,7.0,10.0,2.247049831614324e-6,51.670845500000006,1.0450340557612128,209.747,1938.405,0.52195,29.363,117.53143798,120.67779150655487,3.1463535265548614
894ba1da60fffff,121.5810521047474,24.98252468415653,3.0,1.0,0.0,1.0,0.182,11.0,2.0,2.0,1.0,1.0,0.0,16.38,0.0,1.0,0.0,1.0,5.0,0.0,-1.8886758565510863e-6,57.400000000000006,0.8766219253524274,128.339,1458.743,0.80751,18.917,67.88625590000001,67.49872929487455,-0.38752660512545845
894ba0a4ed3ffff,121.54384383072323,25.03401379335393,2.0,1.0,0.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,1.0,8.086,0.0,7.0,1.0,2.0,13.0,28.0,-9.802870700833614e-6,82.403207,1.259315372838953,103.535,2211.652,0.0,35.143,121.81873000000002,116.16984007917983,-5.6488899208201815
894ba0a5817ffff,121.5420999757676,24.99639099230822,1.0,1.0,1.0,2.0,0.857,7.0,4.0,2.0,3.0,1.0,1.0,61.571,2.0,3.0,0.0,2.0,7.0,10.0,-1.5482506726798052e-6,65.1119534,0.8766219253524274,129.043,1498.554,0.80751,35.354,49.861381400000006,57.50433311702974,7.642951717029732
894ba0a434fffff,121.5297730715307,25.019297175587933,4.0,1.0,0.0,1.0,0.667,15.0,1.0,1.0,1.0,1.0,0.0,14.892,0.0,8.0,1.0,2.0,5.0,29.0,-2.2396314299500204e-6,67.0084548,1.2855702112984644,207.02,1866.436,0.0,36.72,107.44015290000002,111.28655917763788,3.8464062776378682
894ba0a4e83ffff,121.55154001039988,25.038616003020948,3.0,1.0,0.0,2.0,0.429,7.0,3.0,2.0,2.0,1.0,1.0,46.331,13.0,9.0,0.0,0.0,5.0,39.0,-7.341650186735204e-6,79.82507290000001,1.259315372838953,188.886,2106.471,0.0,39.053,88.49428252,90.03560039568238,1.541317875682381
894ba0a4e7bffff,121.55431802456934,25.024750994064263,2.0,1.0,0.0,5.0,0.6,5.0,3.0,2.0,2.0,1.0,1.0,36.956,0.0,5.0,1.0,1.0,7.0,15.0,7.648106491646254e-7,55.9906706,1.146169053477875,265.515,2045.374,0.40066,22.476,50.32981326,61.4437565693004,11.113943309300396
894ba0a65b7ffff,121.5100723046391,25.1179894828787,1.0,1.0,0.0,1.0,0.462,13.0,2.0,2.0,1.0,1.0,1.0,25.174,0.0,11.0,0.0,0.0,2.0,3.0,1.2416562100221862e-6,57.544023300000006,1.0283727376965008,105.234,1744.198,0.59608,36.214,65.18640904,66.82836541937935,1.6419563793793515
894ba0a42cbffff,121.50171563099218,25.01936008921794,2.0,1.0,0.0,5.0,0.4,5.0,2.0,2.0,1.0,1.0,1.0,13.416,0.0,8.0,0.0,0.0,0.0,1.0,5.441902157484447e-6,42.602623900000005,0.8758391766346513,217.51,1468.185,1.0,34.771,59.63101214000001,44.97205634748241,-14.658955792517602
894ba0a43cfffff,121.5246569838024,25.02449601656967,3.0,1.0,1.0,1.0,0.333,15.0,2.0,2.0,1.0,1.0,1.0,40.317,3.0,8.0,0.0,0.0,12.0,28.0,-4.413769251612692e-6,69.99416910000001,1.259315372838953,135.884,1946.131,0.0,33.287,97.67581144,103.0587086635148,5.382897223514803
894ba0a45cfffff,121.51982397843142,25.058555000023247,2.0,1.0,1.0,1.0,0.917,12.0,1.0,1.0,1.0,1.0,0.0,20.007,0.0,9.0,0.0,0.0,6.0,13.0,2.252703456338936e-6,53.90612240000001,1.0450340557612128,127.241,1930.655,0.52195,41.251,121.15889232,121.3578944759368,0.19900215593679604
894ba1d3607ffff,121.59585697650716,25.08096699373841,1.0,1.0,1.0,1.0,1.0,14.0,2.0,1.0,1.0,1.0,1.0,35.347,0.0,3.0,0.0,1.0,6.0,0.0,-2.048487533145513e-6,64.8994169,1.3570544322769913,163.606,1622.841,0.58423,25.0,91.40999812,78.53552645993246,-12.874471660067542
894ba0a4dcbffff,121.5770285397661,25.05589978073533,1.0,1.0,0.0,2.0,0.125,8.0,3.0,2.0,2.0,1.0,1.0,44.186,0.0,3.0,0.0,0.0,5.0,0.0,2.029882045221241e-6,55.35918370000001,1.3570544322769913,151.746,1478.854,0.58423,16.139,65.17913628000001,53.641842384875375,-11.537293895124634
894ba0a4187ffff,121.53916203488558,25.05483301591819,1.0,1.0,0.0,1.0,0.667,12.0,2.0,2.0,1.0,1.0,1.0,21.862,2.0,13.0,0.0,2.0,6.0,4.0,-6.687902040099261e-7,59.206122400000005,1.344965233176035,189.853,2041.857,0.31615,35.472,64.03929644000002,87.13214162512196,23.092845185121945
894ba0a45cfffff,121.51901696879372,25.05800200396125,1.0,1.0,0.0,2.0,0.5,8.0,1.0,1.0,1.0,1.0,1.0,22.712,0.0,9.0,0.0,0.0,6.0,13.0,2.252703456338936e-6,53.90612240000001,1.0450340557612128,127.241,1930.655,0.52195,41.251,84.53823166000001,86.17886669666122,1.6406350366612088
